Pathway	PathAnnotation	HypergeoPval	NumGene_inPathway	NumGenes_inbg	PropPathway	NumEdgesformed_inbg	Enriched_Edgesize
R-HSA-72706	GTP hydrolysis and joining of the 60S ribosomal subunit	1	118	99	0.838983	1868	2
R-HSA-72737	Cap-dependent Translation Initiation	1	125	105	0.84	1887	2
R-HSA-72764	Eukaryotic Translation Termination	1	95	77	0.810526	1707	1
R-HSA-72766	Translation	1	161	131	0.813665	2022	2
R-HSA-73856	RNA Polymerase II Transcription Termination	0.48943	44	39	0.886364	53	1
R-HSA-73857	RNA Polymerase II Transcription	0.725902	110	82	0.745455	102	1
R-HSA-73884	Base Excision Repair	0.577934	35	26	0.742857	68	1
R-HSA-73886	Chromosome Maintenance	0.583052	109	59	0.541284	155	2
R-HSA-73888	Homologous Recombination Repair	2.4609e-07	15	15	1	22	6
R-HSA-73889	Nonhomologous End-Joining (NHEJ)	0.0732491	7	5	0.714286	6	1
R-HSA-73890	Double-Strand Break Repair	1.74315e-11	22	20	0.909091	48	11
R-HSA-73894	DNA Repair	1.65462e-06	147	106	0.721088	299	16
R-HSA-73933	Resolution of Abasic Sites (AP sites)	0.577934	35	26	0.742857	68	1
R-HSA-73951	Homologous recombination repair of replication-independent double-strand breaks	2.4609e-07	15	15	1	22	6
R-HSA-74159	Transcription	0.329617	242	148	0.61157	230	4
R-HSA-74160	Gene Expression	1	1214	695	0.572488	5125	26
R-HSA-74751	Insulin receptor signalling cascade	0.289833	238	124	0.521008	149	3
R-HSA-74752	Signaling by Insulin receptor	0.324148	262	140	0.534351	159	3
R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	0.243432	12	11	0.916667	22	1
R-HSA-75154	Recruitment of repair and signaling proteins to double-strand breaks	4.30704e-08	8	8	1	17	6
R-HSA-75177	Assembly of the RAD50-MRE11-NBS1 complex at DNA double-strand breaks	3.87125e-05	4	4	1	6	3
R-HSA-75924	Processing of DNA ends prior to end rejoining	0.0732491	5	4	0.8	6	1
R-HSA-76002	Platelet activation, signaling and aggregation	0.804967	229	130	0.567686	239	2
R-HSA-76009	Platelet Aggregation (Plug Formation)	0.0981613	37	25	0.675676	42	2
R-HSA-76044	Post-Elongation Processing of the Transcript	0.48943	44	39	0.886364	53	1
R-HSA-83572	MRN complex relocalizes to nuclear foci	3.87125e-05	4	4	1	6	3
R-HSA-912526	Interleukin receptor SHC signaling	0.212572	195	101	0.517949	126	3
R-HSA-927802	Nonsense-Mediated Decay (NMD)	1	111	87	0.783784	1772	1
R-HSA-975956	Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)	1	100	82	0.82	1735	1
R-HSA-975957	Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)	1	111	87	0.783784	1772	1
R-HSA-983705	Signaling by the B Cell Receptor (BCR)	0.271799	170	92	0.541176	81	2
Vitamin B9 (folate) metabolism	Vitamin B9 (folate) metabolism	0.271678	26	19	0.730769	25	1
WP107	Translation Factors	0.819765	50	43	0.86	135	1
WP127	IL-5 Signaling Pathway	0.390184	40	32	0.8	39	1
WP138	Androgen receptor signaling pathway	0.0356925	89	67	0.752809	98	4
WP1433	NOD pathway	0.141139	40	27	0.675	12	1
WP1528	Physiological and Pathological Hypertrophy of the Heart	0.0732491	24	18	0.75	6	1
WP1530	miRNA Regulation of DNA Damage Response	7.58434e-07	89	59	0.662921	41	7
WP170	Nuclear Receptors	0.0494483	38	25	0.657895	4	1
WP179	Cell Cycle	0.256713	103	81	0.786408	204	4
WP185	Integrin-mediated Cell Adhesion	0.086264	101	67	0.663366	132	4
WP186	Homologous recombination	3.87125e-05	13	11	0.846154	6	3
WP2002	miR-targeted genes in epithelium - TarBase	0.565245	327	200	0.611621	150	2
WP2003	miR-targeted genes in leukocytes - TarBase	0.325049	152	100	0.657895	31	1
WP2004	miR-targeted genes in lymphocytes - TarBase	0.0858911	480	294	0.6125	241	6
WP2005	miR-targeted genes in muscle cell - TarBase	0.0191654	394	241	0.611675	166	6
WP2006	miR-targeted genes in squamous cell - TarBase	0.382399	154	98	0.636364	38	1
WP2018	RANKL-RANK Signaling Pathway	0.526862	55	38	0.690909	59	1
WP2032	TSH signaling pathway	0.48291	66	48	0.727273	52	1
WP2034	Leptin signaling pathway	0.180526	76	63	0.828947	116	3
WP2036	TWEAK Signaling Pathway	0.476307	42	32	0.761905	51	1
WP2037	Prolactin Signaling Pathway	0.0899568	76	58	0.763158	134	4
WP2113	Type III interferon signaling	0.0494483	10	6	0.6	4	1
WP2118	Arrhythmogenic Right Ventricular Cardiomyopathy	0.442007	74	44	0.594595	46	1
WP2263	Prostate Cancer	0.405463	72	48	0.666667	41	1
WP2324	AGE-RAGE pathway	0.318294	66	53	0.80303	91	2
WP2355	Corticotropin-releasing hormone	0.603888	92	61	0.663043	73	1
WP2377	Integrated Pancreatic Cancer Pathway	0.443114	170	129	0.758824	119	2
WP2380	BDNF signaling pathway	0.496708	144	92	0.638889	132	2
WP2435	Quercetin and Nf-kB- AP-1 Induced Cell Apoptosis	0.0732491	15	10	0.666667	6	1
WP244	Alpha 6 Beta 4 signaling pathway	0.0717847	33	27	0.818182	35	2
WP254	Apoptosis	0.550281	84	60	0.714286	63	1
WP2586	Aryl Hydrocarbon Receptor	0.0942432	46	31	0.673913	41	2
WP286	IL-3 Signaling Pathway	0.5147	49	38	0.77551	57	1
WP2882	Nuclear Receptors Meta-Pathway	0.707933	314	158	0.503185	97	1
WP289	Myometrial Relaxation and Contraction Pathways	0.0418367	155	80	0.516129	61	3
WP2942	DDX1 as a regulatory component of the Drosha microprocessor	3.87125e-05	7	6	0.857143	6	3
WP306	Focal Adhesion	0.0833214	190	134	0.705263	239	6
WP313	Signaling of Hepatocyte Growth Factor Receptor	0.106131	34	29	0.852941	44	2
WP314	FAS pathway and Stress induction of HSP regulation	0.00464973	43	36	0.837209	27	3
WP3303	Rac1-Pak1-p38-MMP-2 pathway	0.010769	66	52	0.787879	105	5
WP366	TGF beta Signaling Pathway	0.373075	132	96	0.727273	103	2
WP382	MAPK Signaling Pathway	0.718851	168	98	0.583333	100	1
WP399	Wnt Signaling Pathway and Pluripotency	0.0284106	101	51	0.50495	21	2
WP411	mRNA Processing	0.40132	127	106	0.834646	784	11
WP437	EGF-EGFR Signaling Pathway	0.0472579	162	112	0.691358	206	6
WP438	Non-homologous end joining	0.000304677	7	6	0.857143	11	3
WP477	Cytoplasmic Ribosomal Proteins	1	88	80	0.909091	1732	1
WP49	IL-2 Signaling Pathway	0.405463	42	32	0.761905	41	1
WP560	TGF Beta Signaling Pathway	0.0336688	55	32	0.581818	23	2
WP673	ErbB Signaling Pathway	0.0309952	55	37	0.672727	22	2
WP707	DNA Damage Response	1.25282e-07	68	57	0.838235	32	7
WP710	DNA Damage Response (only ATM dependent)	0.0827776	110	68	0.618182	38	2
a6b1_a6b4_integrin_pathway	a6b1 and a6b4 Integrin signaling	0.588514	45	36	0.8	70	1
agrpathway	agrin in postsynaptic differentiation	0.350252	47	31	0.659574	34	1
aktpathway	akt signaling pathway	0.0964547	19	15	0.789474	8	1
angiopoietinreceptor_pathway	Angiopoietin receptor Tie2-mediated signaling	0.526862	50	38	0.76	59	1
ap1_pathway	AP-1 transcription factor network	0.0849253	70	51	0.728571	7	1
ar_nongenomic_pathway	Nongenotropic Androgen signaling	0.233776	31	23	0.741935	21	1
ar_pathway	Coregulation of Androgen receptor activity	0.333557	61	40	0.655738	32	1
arf_3pathway	Arf1 pathway	0.0964547	20	15	0.75	8	1
atm_pathway	ATM pathway	6.08771e-11	35	30	0.857143	29	9
atr_pathway	ATR signaling pathway	0.583257	37	30	0.810811	69	1
atrbrcapathway	role of brca1 brca2 and atr in cancer susceptibility	1.99128e-06	23	17	0.73913	3	3
avb3_integrin_pathway	Integrins in angiogenesis	0.532829	63	48	0.761905	60	1
bard1pathway_2	BARD1 signaling events	9.24166e-08	29	26	0.896552	19	6
betacatenin_nuc_pathway	Regulation of nuclear beta catenin signaling and target gene transcription	0.0735803	80	52	0.65	77	3
cardiacegfpathway	role of egf receptor transactivation by gpcrs in cardiac hypertrophy	0.280857	33	25	0.757576	26	1
cdc42_pathway	CDC42 signaling events	0.583257	71	51	0.71831	69	1
cell2cellpathway	cell to cell adhesion signaling	0.141139	8	6	0.75	12	1
cxcr4_pathway	CXCR4-mediated signaling events	0.526862	88	55	0.625	59	1
ecmpathway	erk and pi-3 kinase are necessary for collagen binding in corneal epithelia	0.405463	31	26	0.83871	41	1
edg1pathway	phospholipids as signalling intermediaries	0.0259178	33	23	0.69697	20	2
epha2_fwdpathway	EPHA2 forward signaling	0.00808409	18	11	0.611111	11	2
ephbfwdpathway	EPHB forward signaling	0.0981613	39	32	0.820513	42	2
erbb1_downstream_pathway	ErbB1 downstream signaling	0.586549	107	81	0.757009	156	2
erbb1_internalization_pathway	Internalization of ErbB1	0.0753933	38	27	0.710526	36	2
erbb2erbb3pathway	ErbB2/ErbB3 signaling events	0.325049	40	30	0.75	31	1
fak_pathway	Signaling events mediated by focal adhesion kinase	0.135251	62	42	0.677419	51	2
fanconi_pathway	Fanconi anemia pathway	0.0169156	46	33	0.717391	43	3
fcer1pathway	Fc-epsilon receptor I signaling in mast cells	0.508502	62	43	0.693548	56	1
fgf_pathway	FGF signaling pathway	0.427666	56	42	0.75	44	1
foxopathway	FoxO family signaling	0.358442	51	43	0.843137	35	1
gcrpathway	corticosteroids and cardioprotection	0.13018	27	21	0.777778	11	1
hdac_classi_pathway	Signaling events mediated by HDAC Class I	0.668389	56	45	0.803571	87	1
hivnefpathway	hiv-1 nef: negative effector of fas and tnf	0.0017478	53	45	0.849057	41	4
hnf3bpathway	FOXA2 and FOXA3 transcription factor networks	0.0112754	45	31	0.688889	13	2
igf1_pathway	IGF1 pathway	0.350252	30	21	0.7	34	1
il12_stat4pathway	IL12 signaling mediated by STAT4	0.0964547	33	21	0.636364	8	1
il2_1pathway	IL2-mediated signaling events	0.405463	54	40	0.740741	41	1
il6_7pathway	IL6-mediated signaling events	0.390184	47	37	0.787234	39	1
ilk_pathway	Integrin-linked kinase signaling	0.0865495	46	36	0.782609	39	2
insulin_glucose_pathway	Insulin-mediated glucose transport	0.271678	29	20	0.689655	25	1
integrin_a4b1_pathway	Alpha4 beta1 integrin signaling events	0.233776	33	21	0.636364	21	1
integrinpathway	integrin signaling pathway	0.139545	33	26	0.787879	52	2
lkb1_pathway	LKB1 signaling events	0.420359	43	27	0.627907	43	1
lysophospholipid_pathway	LPA receptor mediated events	0.495868	64	38	0.59375	54	1
mcalpainpathway	mcalpain and friends in cell motility	0.366529	30	23	0.766667	36	1
met_pathway	Signaling events mediated by Hepatocyte Growth Factor Receptor (c-Met)	0.124079	82	63	0.768293	97	3
mtor_4pathway	mTOR signaling pathway	0.5147	65	43	0.661538	57	1
nectin_pathway	Nectin adhesion pathway	0.280857	30	25	0.833333	26	1
netrin_pathway	Netrin-mediated signaling events	0.183617	33	22	0.666667	16	1
nfat_3pathway	Role of Calcineurin-dependent NFAT signaling in lymphocytes	0.476307	56	43	0.767857	51	1
p38_mk2pathway	p38 signaling mediated by MAPKAP kinases	0.0336688	21	15	0.714286	23	2
pdgfpathway	pdgf signaling pathway	0.173199	27	20	0.740741	15	1
pdgfrbpathway	PDGFR-beta signaling pathway	0.172514	126	96	0.761905	233	5
pi3kciaktpathway	Class I PI3K signaling events mediated by Akt	0.001448	35	30	0.857143	39	4
pi3kplctrkpathway	Trk receptor signaling mediated by PI3K and PLC-gamma	0.0148833	36	28	0.777778	41	3
pparapathway	mechanism of gene regulation by peroxisome proliferators via ppara	0.0284106	52	38	0.730769	21	2
ps1pathway	Presenilin action in Notch and Wnt signaling	0.141139	46	28	0.608696	12	1
ptenpathway	pten dependent cell cycle arrest and apoptosis	0.107839	15	12	0.8	9	1
rac1_pathway	RAC1 signaling pathway	0.19297	54	40	0.740741	64	2
raccycdpathway	influence of ras and rho proteins on g1 to s transition	0.252967	28	26	0.928571	23	1
reg_gr_pathway	Glucocorticoid receptor regulatory network	0.696592	80	59	0.7375	94	1
ret_pathway	Signaling events regulated by Ret tyrosine kinase	0.0579564	39	26	0.666667	31	2
sumopathway	basic mechanisms of sumoylation	0.03732	6	6	1	3	1
syndecan_2_pathway	Syndecan-2-mediated signaling events	0.183617	41	30	0.731707	16	1
telomerasepathway	Regulation of Telomerase	0.0143513	68	54	0.794118	74	4
tffpathway	trefoil factors initiate mucosal healing	0.333557	37	31	0.837838	32	1
tpopathway	tpo signaling pathway	0.193905	25	17	0.68	17	1
ucalpainpathway	ucalpain and friends in cell spread	0.214093	17	14	0.823529	19	1
vegfpathway	vegf hypoxia and angiogenesis	0.0546615	30	23	0.766667	30	2
vegfr1_2_pathway	Signaling events mediated by VEGFR1 and VEGFR2	0.659861	68	55	0.808824	85	1
