Edge	NodeA	NodeB	InteractionType	CIN_dikNew	CIN_sigEdge	CIN_dir	CIN_absdiknew	Invasive_dikNew	Invasive_sigEdge	Invasive_dir	Invasive_absdiknew	MSIorCIMP_dikNew	MSIorCIMP_sigEdge	MSIorCIMP_dir	MSIorCIMP_absdiknew
ECM1_prot_FN1_prot	ECM1_prot	FN1_prot	ppi	0	died	died	0	-0.284772	ppi	down	0.284772	0	died	died	0
ECM1_prot_HSPG2_prot	ECM1_prot	HSPG2_prot	ppi	0	died	died	0	-0.138106	ppi	down	0.138106	0	died	died	0
ECM1_prot_THBS1_prot	ECM1_prot	THBS1_prot	ppi	0	died	died	0	-0.036532	ppi	down	0.036532	0	died	died	0
EDC4_prot_DDX51_mrna	EDC4_prot	DDX51_mrna	tf	0.0600517	tf	up	0.0600517	-0	died	died	0	-0	died	died	0
EEA1_prot_PPIG_mrna	EEA1_prot	PPIG_mrna	tf	-0	died	died	0	0.213665	tf	up	0.213665	-0	died	died	0
EEF1E1_prot_BIRC5_mrna	EEF1E1_prot	BIRC5_mrna	tf	-0	died	died	0	0.0310983	tf	up	0.0310983	-0	died	died	0
EEF1E1_prot_C14orf166_mrna	EEF1E1_prot	C14orf166_mrna	tf	-0	died	died	0	0.138112	tf	up	0.138112	-0	died	died	0
EEF1E1_prot_GLRX3_mrna	EEF1E1_prot	GLRX3_mrna	tf	-0	died	died	0	0.387693	tf	up	0.387693	-0	died	died	0
EEF1E1_prot_HARS2_prot	EEF1E1_prot	HARS2_prot	ppi	0	died	died	0	0.0479381	ppi	up	0.0479381	-0	died	died	0
EEF1E1_prot_IARS_prot	EEF1E1_prot	IARS_prot	ppi	0	died	died	0	0.00992872	ppi	up	0.00992872	-0	died	died	0
EEF1E1_prot_KARS_prot	EEF1E1_prot	KARS_prot	ppi	0	died	died	0	0.0522027	ppi	up	0.0522027	-0	died	died	0
EEF1E1_prot_KPNA2_mrna	EEF1E1_prot	KPNA2_mrna	tf	-0	died	died	0	0.181523	tf	up	0.181523	-0	died	died	0
EEF1E1_prot_LARS_prot	EEF1E1_prot	LARS_prot	ppi	0	died	died	0	0.0207852	ppi	up	0.0207852	-0	died	died	0
EEF1E1_prot_MAD2L1_mrna	EEF1E1_prot	MAD2L1_mrna	tf	0	died	died	0	0.0124892	tf	up	0.0124892	-0	died	died	0
EEF1E1_prot_MARS_prot	EEF1E1_prot	MARS_prot	ppi	-0	died	died	0	0.0716248	ppi	up	0.0716248	-0	died	died	0
EEF1E1_prot_METTL2A_mrna	EEF1E1_prot	METTL2A_mrna	tf	-0	died	died	0	0.136127	tf	up	0.136127	-0	died	died	0
EEF1E1_prot_MRPL13_mrna	EEF1E1_prot	MRPL13_mrna	tf	-0	died	died	0	0.181479	tf	up	0.181479	-0	died	died	0
EEF1E1_prot_MRPS17_mrna	EEF1E1_prot	MRPS17_mrna	tf	-0	died	died	0	0.13901	tf	up	0.13901	-0	died	died	0
EEF1E1_prot_NME1-NME2_mrna	EEF1E1_prot	NME1-NME2_mrna	tf	-0	died	died	0	0.234507	tf	up	0.234507	-0	died	died	0
EEF1E1_prot_OLA1_prot	EEF1E1_prot	OLA1_prot	ppi	0	died	died	0	0.0616977	ppi	up	0.0616977	-0	died	died	0
EEF1E1_prot_PHB_mrna	EEF1E1_prot	PHB_mrna	tf	0	died	died	0	0.121621	tf	up	0.121621	-0	died	died	0
EEF1E1_prot_POLR2K_mrna	EEF1E1_prot	POLR2K_mrna	tf	-0	died	died	0	0.0966877	tf	up	0.0966877	-0	died	died	0
EEF1E1_prot_QARS_prot	EEF1E1_prot	QARS_prot	ppi	0	died	died	0	0.212916	ppi	up	0.212916	-0	died	died	0
EEF1E1_prot_RAD51C_mrna	EEF1E1_prot	RAD51C_mrna	tf	-0	died	died	0	0.0967702	tf	up	0.0967702	-0	died	died	0
EEF1E1_prot_RPL18_prot	EEF1E1_prot	RPL18_prot	ppi	0	died	died	0	0.0210389	ppi	up	0.0210389	-0	died	died	0
EEF1E1_prot_RPL24_prot	EEF1E1_prot	RPL24_prot	ppi	0	died	died	0	0.162612	ppi	up	0.162612	-0	died	died	0
EEF1E1_prot_RPL27A_prot	EEF1E1_prot	RPL27A_prot	ppi	0	died	died	0	0.0142356	ppi	up	0.0142356	-0	died	died	0
EEF1E1_prot_RPP40_mrna	EEF1E1_prot	RPP40_mrna	tf	-0	died	died	0	0.0636686	tf	up	0.0636686	-0	died	died	0
EEF1E1_prot_UROS_mrna	EEF1E1_prot	UROS_mrna	tf	-0	died	died	0	0.344588	tf	up	0.344588	-0	died	died	0
EEF1E1_prot_WDR12_mrna	EEF1E1_prot	WDR12_mrna	tf	-0	died	died	0	0.315101	tf	up	0.315101	-0	died	died	0
EEF1G_prot_LRRC43_mrna	EEF1G_prot	LRRC43_mrna	tf	0.213676	tf	up	0.213676	-0	died	died	0	-0	died	died	0
EGFR_prot_FN1_prot	EGFR_prot	FN1_prot	ppi	0	died	died	0	-0.156395	ppi	down	0.156395	0	died	died	0
EIF1AX_prot_MAGOH_mrna	EIF1AX_prot	MAGOH_mrna	tf	0.156633	tf	up	0.156633	0	died	died	0	-0	died	died	0
EIF1AX_prot_PDK3_prot	EIF1AX_prot	PDK3_prot	ppi	0.0099725	ppi	up	0.0099725	0	died	died	0	-0	died	died	0
EIF2AK2_prot_IGF2BP1_prot	EIF2AK2_prot	IGF2BP1_prot	ppi	0.176744	ppi	up	0.176744	-0	died	died	0	-0	died	died	0
EIF2AK2_prot_MECP2_prot	EIF2AK2_prot	MECP2_prot	ppi	0.162219	ppi	up	0.162219	-0	died	died	0	-0	died	died	0
EIF3G_prot_EPB41_prot	EIF3G_prot	EPB41_prot	ppi	-0	died	died	0	0.0806296	ppi	up	0.0806296	-0	died	died	0
EIF3I_prot_EPB41L1_prot	EIF3I_prot	EPB41L1_prot	ppi	0.113306	ppi	up	0.113306	0	died	died	0	-0	died	died	0
EIF4A2_prot_EVX1_mrna	EIF4A2_prot	EVX1_mrna	tf	-0	died	died	0	0.0869456	tf	up	0.0869456	-0	died	died	0
EIF4A3_prot_SCARB1_mrna	EIF4A3_prot	SCARB1_mrna	tf	0.00178284	tf	up	0.00178284	0	died	died	0	-0	died	died	0
EIF4B_prot_BCAS1_mrna	EIF4B_prot	BCAS1_mrna	tf	-0.02701	tf	down	0.02701	0	died	died	0	0	died	died	0
EIF4B_prot_CALML4_mrna	EIF4B_prot	CALML4_mrna	tf	0	died	died	0	0.0921571	tf	up	0.0921571	-0	died	died	0
EIF4B_prot_SLC30A2_mrna	EIF4B_prot	SLC30A2_mrna	tf	0.489771	tf	up	0.489771	-0	died	died	0	-0	died	died	0
EIF4E_prot_EIF4H_prot	EIF4E_prot	EIF4H_prot	ppi	0.059868	ppi	up	0.059868	0	died	died	0	-0	died	died	0
EIF4H_prot_MRPL44_prot	EIF4H_prot	MRPL44_prot	ppi	0.112065	ppi	up	0.112065	0	died	died	0	-0	died	died	0
EIF4H_prot_MRPL9_prot	EIF4H_prot	MRPL9_prot	ppi	0.230576	ppi	up	0.230576	-0	died	died	0	-0	died	died	0
EIF4H_prot_PUF60_prot	EIF4H_prot	PUF60_prot	ppi	0.10802	ppi	up	0.10802	-0	died	died	0	-0	died	died	0
EIF4H_prot_TRA2B_prot	EIF4H_prot	TRA2B_prot	ppi	0.305734	ppi	up	0.305734	-0	died	died	0	-0	died	died	0
EIF6_prot_PFDN2_prot	EIF6_prot	PFDN2_prot	ppi	0	died	died	0	0.0570854	ppi	up	0.0570854	-0	died	died	0
ELAVL1_prot_BAK1_mrna	ELAVL1_prot	BAK1_mrna	tf	-0.0370668	tf	down	0.0370668	0	died	died	0	0	died	died	0
ELAVL1_prot_BAZ2B_mrna	ELAVL1_prot	BAZ2B_mrna	tf	-0	died	died	0	0.0853367	tf	up	0.0853367	-0	died	died	0
ELF1_prot_DUOXA1_mrna	ELF1_prot	DUOXA1_mrna	tf	0	died	died	0	0.176618	tf	up	0.176618	-0	died	died	0
ELF1_prot_DUOXA2_mrna	ELF1_prot	DUOXA2_mrna	tf	0	died	died	0	0.380579	tf	up	0.380579	-0.0238432	tf	down	0.0238432
ELF1_prot_EPHA4_mrna	ELF1_prot	EPHA4_mrna	tf	-0	died	died	0	0.0300612	tf	up	0.0300612	0	died	died	0
ELF1_prot_FAM160B1_mrna	ELF1_prot	FAM160B1_mrna	tf	-0	died	died	0	0.0728969	tf	up	0.0728969	-0	died	died	0
ELF1_prot_HMGCR_mrna	ELF1_prot	HMGCR_mrna	tf	0	died	died	0	0.142693	tf	up	0.142693	-0	died	died	0
ELF1_prot_IFFO2_mrna	ELF1_prot	IFFO2_mrna	tf	0.0775618	tf	up	0.0775618	0	died	died	0	-0	died	died	0
ELF1_prot_MAST2_mrna	ELF1_prot	MAST2_mrna	tf	0.0392829	tf	up	0.0392829	-0	died	died	0	-0	died	died	0
ELF1_prot_MMP17_mrna	ELF1_prot	MMP17_mrna	tf	0.105262	tf	up	0.105262	-0	died	died	0	-0	died	died	0
ELF1_prot_NARS2_mrna	ELF1_prot	NARS2_mrna	tf	0	died	died	0	0.0372343	tf	up	0.0372343	-0	died	died	0
ELF1_prot_PCBP3_mrna	ELF1_prot	PCBP3_mrna	tf	0.45664	tf	up	0.45664	-0	died	died	0	-0	died	died	0
ELF1_prot_RPL38_mrna	ELF1_prot	RPL38_mrna	tf	0	died	died	0	0.148836	tf	up	0.148836	-0	died	died	0
ELF1_prot_ZNF594_mrna	ELF1_prot	ZNF594_mrna	tf	0	died	died	0	0	died	died	0	-0.00538805	tf	down	0.00538805
ELOVL1_prot_HSD17B12_prot	ELOVL1_prot	HSD17B12_prot	ppi	-0	died	died	0	0.0918208	ppi	up	0.0918208	-0	died	died	0
ELOVL1_prot_TECR_prot	ELOVL1_prot	TECR_prot	ppi	-0	died	died	0	0.0569263	ppi	up	0.0569263	-0	died	died	0
EMD_prot_PRKDC_prot	EMD_prot	PRKDC_prot	ppi	0.106019	ppi	up	0.106019	-0	died	died	0	-0	died	died	0
EMD_prot_YWHAB_prot	EMD_prot	YWHAB_prot	ppi	0.0690497	ppi	up	0.0690497	-0	died	died	0	-0	died	died	0
EPB41L1_prot_EPB41L2_prot	EPB41L1_prot	EPB41L2_prot	ppi	0.0350329	ppi	up	0.0350329	0	died	died	0	-0.182288	ppi	down	0.182288
EPB41L1_prot_HAX1_prot	EPB41L1_prot	HAX1_prot	ppi	0.131381	ppi	up	0.131381	0	died	died	0	-0.097898	ppi	down	0.097898
EPB41L1_prot_HNRNPUL1_prot	EPB41L1_prot	HNRNPUL1_prot	ppi	0.309251	ppi	up	0.309251	0	died	died	0	-0.275969	ppi	down	0.275969
EPB41L1_prot_KIF5B_prot	EPB41L1_prot	KIF5B_prot	ppi	0.3057	ppi	up	0.3057	0	died	died	0	-0.235832	ppi	down	0.235832
EPB41L1_prot_NUMA1_prot	EPB41L1_prot	NUMA1_prot	ppi	0.382896	ppi	up	0.382896	0	died	died	0	-0.191351	ppi	down	0.191351
EPB41L1_prot_PSMB5_prot	EPB41L1_prot	PSMB5_prot	ppi	0.286785	ppi	up	0.286785	-0	died	died	0	-0	died	died	0
EPB41L1_prot_YWHAB_prot	EPB41L1_prot	YWHAB_prot	ppi	0.628595	ppi	up	0.628595	-0	died	died	0	-0.02389	ppi	down	0.02389
EPB41L1_prot_YWHAQ_prot	EPB41L1_prot	YWHAQ_prot	ppi	0.227258	ppi	up	0.227258	0	died	died	0	-0	died	died	0
EPB41L2_prot_SPTA1_prot	EPB41L2_prot	SPTA1_prot	ppi	-0	died	died	0	0.0632304	ppi	up	0.0632304	-0	died	died	0
EPB41L2_prot_SPTB_prot	EPB41L2_prot	SPTB_prot	ppi	-0	died	died	0	0.0570042	ppi	up	0.0570042	-0	died	died	0
EPB41_prot_PSMA1_prot	EPB41_prot	PSMA1_prot	ppi	-0	died	died	0	0.0324229	ppi	up	0.0324229	-0	died	died	0
EPB41_prot_SLIRP_prot	EPB41_prot	SLIRP_prot	ppi	-0	died	died	0	0.0051448	ppi	up	0.0051448	-0	died	died	0
EPHB2_prot_MLLT4_prot	EPHB2_prot	MLLT4_prot	ppi	0	died	died	0	0.209216	ppi	up	0.209216	-0	died	died	0
EPHB2_prot_NUP153_prot	EPHB2_prot	NUP153_prot	ppi	0	died	died	0	0.253774	ppi	up	0.253774	-0	died	died	0
EPHB2_prot_RASA1_prot	EPHB2_prot	RASA1_prot	ppi	0	died	died	0	0.149389	ppi	up	0.149389	-0	died	died	0
EPHB2_prot_SRC_prot	EPHB2_prot	SRC_prot	ppi	0	died	died	0	0.406427	ppi	up	0.406427	-0.166796	ppi	down	0.166796
EPRS_prot_SCD_mrna	EPRS_prot	SCD_mrna	tf	0	died	died	0	0.158928	tf	up	0.158928	-0	died	died	0
EPRS_prot_SQLE_mrna	EPRS_prot	SQLE_mrna	tf	-0	died	died	0	0.101039	tf	up	0.101039	-0	died	died	0
EPS8L2_prot_MAL2_mrna	EPS8L2_prot	MAL2_mrna	tf	-0	died	died	0	0.0361769	tf	up	0.0361769	-0	died	died	0
EPS8L2_prot_MYO5B_mrna	EPS8L2_prot	MYO5B_mrna	tf	0	died	died	0	0.0387551	tf	up	0.0387551	-0.109846	tf	down	0.109846
ERAL1_prot_LRP1_prot	ERAL1_prot	LRP1_prot	ppi	0.0402545	ppi	up	0.0402545	-0	died	died	0	-0	died	died	0
ERBB2_prot_H2AFY_prot	ERBB2_prot	H2AFY_prot	ppi	0.0658033	ppi	up	0.0658033	-0	died	died	0	-0	died	died	0
ERBB2_prot_POLR1A_prot	ERBB2_prot	POLR1A_prot	ppi	0.224454	ppi	up	0.224454	-0	died	died	0	-0	died	died	0
ERBB2_prot_PTK2_prot	ERBB2_prot	PTK2_prot	ppi	0.126303	ppi	up	0.126303	-0	died	died	0	-0	died	died	0
EXOSC6_prot_MOCS3_prot	EXOSC6_prot	MOCS3_prot	ppi	0.0736162	ppi	up	0.0736162	0	died	died	0	-0	died	died	0
F13A1_prot_FN1_prot	F13A1_prot	FN1_prot	ppi	-0	died	died	0	-0.120553	ppi	down	0.120553	0	died	died	0
F2_prot_FN1_prot	F2_prot	FN1_prot	ppi	-0	died	died	0	-0.171833	ppi	down	0.171833	0	died	died	0
FAHD1_prot_PNPT1_prot	FAHD1_prot	PNPT1_prot	ppi	0.0447156	ppi	up	0.0447156	0	died	died	0	-0	died	died	0
FARSB_prot_HSPH1_prot	FARSB_prot	HSPH1_prot	ppi	0	died	died	0	0	died	died	0	-0.180555	ppi	down	0.180555
FASN_prot_MAPK13_prot	FASN_prot	MAPK13_prot	ppi	0	died	died	0	0.0269444	ppi	up	0.0269444	-0	died	died	0
FBLN2_prot_FN1_prot	FBLN2_prot	FN1_prot	ppi	0	died	died	0	-0.326529	ppi	down	0.326529	0	died	died	0
FBLN2_prot_HSPG2_prot	FBLN2_prot	HSPG2_prot	ppi	0	died	died	0	-0.141381	ppi	down	0.141381	0	died	died	0
FBLN2_prot_LAMA5_prot	FBLN2_prot	LAMA5_prot	ppi	0	died	died	0	-0.127748	ppi	down	0.127748	0	died	died	0
FBLN2_prot_PRELP_prot	FBLN2_prot	PRELP_prot	ppi	0	died	died	0	-0.183447	ppi	down	0.183447	0	died	died	0
FBLN5_prot_LTBP2_prot	FBLN5_prot	LTBP2_prot	ppi	0.0147158	ppi	up	0.0147158	-0	died	died	0	-0	died	died	0
FBN1_prot_FN1_prot	FBN1_prot	FN1_prot	ppi	0	died	died	0	-0.181091	ppi	down	0.181091	0	died	died	0
FBN2_prot_MFAP2_prot	FBN2_prot	MFAP2_prot	ppi	0.0275437	ppi	up	0.0275437	-0	died	died	0	-0	died	died	0
FERMT1_prot_SRPK1_prot	FERMT1_prot	SRPK1_prot	ppi	0	died	died	0	0.266221	ppi	up	0.266221	-0	died	died	0
FGA_prot_FN1_prot	FGA_prot	FN1_prot	ppi	-0	died	died	0	-0.0287283	ppi	down	0.0287283	0.000340249	ppi	up	0.000340249
FGB_prot_FN1_prot	FGB_prot	FN1_prot	ppi	-0	died	died	0	-0.0707819	ppi	down	0.0707819	0.0260862	ppi	up	0.0260862
FGB_prot_NARS_prot	FGB_prot	NARS_prot	ppi	-0.00521514	ppi	down	0.00521514	-0	died	died	0	0	died	died	0
FGB_prot_SCRN1_prot	FGB_prot	SCRN1_prot	ppi	0	died	died	0	-0.100694	ppi	down	0.100694	0	died	died	0
FGB_prot_WIBG_prot	FGB_prot	WIBG_prot	ppi	-0.0626465	ppi	down	0.0626465	0	died	died	0	0	died	died	0
FGG_prot_FN1_prot	FGG_prot	FN1_prot	ppi	-0	died	died	0	-0.13605	ppi	down	0.13605	0.0563766	ppi	up	0.0563766
FIS1_prot_MARCH5_prot	FIS1_prot	MARCH5_prot	ppi	0.0577598	ppi	up	0.0577598	-0	died	died	0	-0	died	died	0
FKBP5_prot_LRRC43_mrna	FKBP5_prot	LRRC43_mrna	tf	0.00572998	tf	up	0.00572998	-0	died	died	0	-0	died	died	0
FLNA_prot_ICAM1_prot	FLNA_prot	ICAM1_prot	ppi	0	died	died	0	-0.08892	ppi	down	0.08892	0	died	died	0
FLNA_prot_IKBIP_prot	FLNA_prot	IKBIP_prot	ppi	0	died	died	0	-0.174317	ppi	down	0.174317	0	died	died	0
FLNA_prot_LMNA_prot	FLNA_prot	LMNA_prot	ppi	0	died	died	0	-0.0457232	ppi	down	0.0457232	0	died	died	0
FLNA_prot_RBM39_prot	FLNA_prot	RBM39_prot	ppi	0.0191454	ppi	up	0.0191454	-0	died	died	0	-0	died	died	0
FMNL1_prot_PFN1_prot	FMNL1_prot	PFN1_prot	ppi	-0	died	died	0	-0.00825038	ppi	down	0.00825038	0	died	died	0
FMNL1_prot_TAP2_prot	FMNL1_prot	TAP2_prot	ppi	-0.00027732	ppi	down	0.00027732	-0	died	died	0	0	died	died	0
FMR1_prot_MAVS_prot	FMR1_prot	MAVS_prot	ppi	0.0802753	ppi	up	0.0802753	0	died	died	0	-0	died	died	0
FMR1_prot_STAU1_prot	FMR1_prot	STAU1_prot	ppi	0.1838	ppi	up	0.1838	0	died	died	0	-0	died	died	0
FN1_prot_GAPDH_prot	FN1_prot	GAPDH_prot	ppi	0	died	died	0	-0.11793	ppi	down	0.11793	0	died	died	0
FN1_prot_GSN_prot	FN1_prot	GSN_prot	ppi	0	died	died	0	-0.323255	ppi	down	0.323255	0	died	died	0
FN1_prot_HSPG2_prot	FN1_prot	HSPG2_prot	ppi	0	died	died	0	-0.379666	ppi	down	0.379666	0	died	died	0
FN1_prot_ITGA5_prot	FN1_prot	ITGA5_prot	ppi	0	died	died	0	-0.467686	ppi	down	0.467686	0	died	died	0
FN1_prot_ITGB3_prot	FN1_prot	ITGB3_prot	ppi	0	died	died	0	-0.00606767	ppi	down	0.00606767	0	died	died	0
FN1_prot_ITIH1_prot	FN1_prot	ITIH1_prot	ppi	-0	died	died	0	-0.146553	ppi	down	0.146553	0	died	died	0
FN1_prot_ITIH2_prot	FN1_prot	ITIH2_prot	ppi	-0	died	died	0	-0.255294	ppi	down	0.255294	0	died	died	0
FN1_prot_ITIH4_prot	FN1_prot	ITIH4_prot	ppi	-0	died	died	0	-0.214758	ppi	down	0.214758	0	died	died	0
FN1_prot_KPNA2_prot	FN1_prot	KPNA2_prot	ppi	0	died	died	0	-0.0747797	ppi	down	0.0747797	0	died	died	0
FN1_prot_LGALS3BP_prot	FN1_prot	LGALS3BP_prot	ppi	0	died	died	0	-0.209461	ppi	down	0.209461	0	died	died	0
FN1_prot_MFAP2_prot	FN1_prot	MFAP2_prot	ppi	0	died	died	0	-0.0342483	ppi	down	0.0342483	0	died	died	0
FN1_prot_MMP2_prot	FN1_prot	MMP2_prot	ppi	0	died	died	0	-0.125401	ppi	down	0.125401	0	died	died	0
FN1_prot_MMP9_prot	FN1_prot	MMP9_prot	ppi	-0	died	died	0	-0.2688	ppi	down	0.2688	0	died	died	0
FN1_prot_MYH9_prot	FN1_prot	MYH9_prot	ppi	0	died	died	0	-0.236123	ppi	down	0.236123	0	died	died	0
FN1_prot_PLG_prot	FN1_prot	PLG_prot	ppi	-0	died	died	0	-0.107956	ppi	down	0.107956	0	died	died	0
FN1_prot_PRPF40A_prot	FN1_prot	PRPF40A_prot	ppi	0	died	died	0	-0.0168862	ppi	down	0.0168862	0	died	died	0
FN1_prot_PRSS2_prot	FN1_prot	PRSS2_prot	ppi	-0	died	died	0	-0.0529849	ppi	down	0.0529849	0	died	died	0
FN1_prot_SERPINA1_prot	FN1_prot	SERPINA1_prot	ppi	-0	died	died	0	-0.138428	ppi	down	0.138428	0	died	died	0
FN1_prot_SERPINA6_prot	FN1_prot	SERPINA6_prot	ppi	-0	died	died	0	-0.0954911	ppi	down	0.0954911	0	died	died	0
FN1_prot_SERPINA7_prot	FN1_prot	SERPINA7_prot	ppi	-0	died	died	0	-0.206594	ppi	down	0.206594	0	died	died	0
FN1_prot_SERPINF2_prot	FN1_prot	SERPINF2_prot	ppi	-0	died	died	0	-0.345673	ppi	down	0.345673	0.12063	ppi	up	0.12063
FN1_prot_SFRP2_prot	FN1_prot	SFRP2_prot	ppi	0	died	died	0	-0.0925723	ppi	down	0.0925723	0	died	died	0
FN1_prot_TCEB1_prot	FN1_prot	TCEB1_prot	ppi	0	died	died	0	-0.195984	ppi	down	0.195984	0	died	died	0
FN1_prot_TF_prot	FN1_prot	TF_prot	ppi	-0	died	died	0	-0.210843	ppi	down	0.210843	0	died	died	0
FN1_prot_TGFBI_prot	FN1_prot	TGFBI_prot	ppi	0	died	died	0	-0.137793	ppi	down	0.137793	0	died	died	0
FN1_prot_TNC_prot	FN1_prot	TNC_prot	ppi	0	died	died	0	-0.410124	ppi	down	0.410124	0	died	died	0
FN1_prot_VCL_prot	FN1_prot	VCL_prot	ppi	0	died	died	0	-0.0938562	ppi	down	0.0938562	0	died	died	0
FOXK1_prot_YWHAB_prot	FOXK1_prot	YWHAB_prot	ppi	0.0678972	ppi	up	0.0678972	-0	died	died	0	-0	died	died	0
FSCN1_prot_RAB1A_prot	FSCN1_prot	RAB1A_prot	ppi	0	died	died	0	-0.0219161	ppi	down	0.0219161	0	died	died	0
FUS_prot_PRKAB1_mrna	FUS_prot	PRKAB1_mrna	tf	0.152852	tf	up	0.152852	0	died	died	0	-0	died	died	0
GAPDH_prot_TYMP_prot	GAPDH_prot	TYMP_prot	ppi	-0	died	died	0	-0.0374372	ppi	down	0.0374372	0	died	died	0
GAPVD1_prot_YWHAB_prot	GAPVD1_prot	YWHAB_prot	ppi	0.143874	ppi	up	0.143874	-0	died	died	0	-0	died	died	0
GAPVD1_prot_YWHAZ_prot	GAPVD1_prot	YWHAZ_prot	ppi	0.0702771	ppi	up	0.0702771	-0	died	died	0	-0	died	died	0
GBAS_prot_PRKDC_prot	GBAS_prot	PRKDC_prot	ppi	0.160901	ppi	up	0.160901	0	died	died	0	-0	died	died	0
GCN1L1_prot_ACLY_mrna	GCN1L1_prot	ACLY_mrna	tf	-0	died	died	0	0.268573	tf	up	0.268573	-0	died	died	0
GCN1L1_prot_BAZ2B_mrna	GCN1L1_prot	BAZ2B_mrna	tf	-0	died	died	0	0.482168	tf	up	0.482168	-0	died	died	0
GCN1L1_prot_MRPL23_mrna	GCN1L1_prot	MRPL23_mrna	tf	-0	died	died	0	0.0426284	tf	up	0.0426284	-0	died	died	0
GCN1L1_prot_PRKDC_mrna	GCN1L1_prot	PRKDC_mrna	tf	-0	died	died	0	0.101943	tf	up	0.101943	-0	died	died	0
GCN1L1_prot_PSME3_mrna	GCN1L1_prot	PSME3_mrna	tf	-0	died	died	0	0.237664	tf	up	0.237664	-0	died	died	0
GCN1L1_prot_TIMM23_mrna	GCN1L1_prot	TIMM23_mrna	tf	-0	died	died	0	0.275415	tf	up	0.275415	-0	died	died	0
GCN1L1_prot_TOMM22_mrna	GCN1L1_prot	TOMM22_mrna	tf	-0	died	died	0	0.223015	tf	up	0.223015	-0	died	died	0
GCN1L1_prot_TUBG1_mrna	GCN1L1_prot	TUBG1_mrna	tf	-0.0840332	tf	down	0.0840332	0.0851491	tf	up	0.0851491	0	died	died	0
GDI1_prot_SCRN1_prot	GDI1_prot	SCRN1_prot	ppi	0	died	died	0	-0.100689	ppi	down	0.100689	0	died	died	0
GGH_prot_ITGAV_prot	GGH_prot	ITGAV_prot	ppi	0.0897985	ppi	up	0.0897985	-0	died	died	0	-0	died	died	0
GLS_prot_ACACB_mrna	GLS_prot	ACACB_mrna	tf	0.304613	tf	up	0.304613	-0	died	died	0	-0	died	died	0
GLS_prot_ECHDC2_mrna	GLS_prot	ECHDC2_mrna	tf	0.71103	tf	up	0.71103	-0	died	died	0	-0	died	died	0
GLYR1_prot_STAU1_prot	GLYR1_prot	STAU1_prot	ppi	0	died	died	0	0	died	died	0	-0.0504086	ppi	down	0.0504086
GNAI2_prot_MYH10_prot	GNAI2_prot	MYH10_prot	ppi	0	died	died	0	-0.0944976	ppi	down	0.0944976	0	died	died	0
GNAI2_prot_MYH9_prot	GNAI2_prot	MYH9_prot	ppi	0	died	died	0	-0.0201516	ppi	down	0.0201516	0	died	died	0
GNAI2_prot_NAGK_prot	GNAI2_prot	NAGK_prot	ppi	0	died	died	0	-0.109912	ppi	down	0.109912	0	died	died	0
GNAI2_prot_NCF1_prot	GNAI2_prot	NCF1_prot	ppi	-0	died	died	0	-0.0948232	ppi	down	0.0948232	0	died	died	0
GNAI2_prot_NCF2_prot	GNAI2_prot	NCF2_prot	ppi	-0	died	died	0	-0.122848	ppi	down	0.122848	0	died	died	0
GNAI2_prot_NCF4_prot	GNAI2_prot	NCF4_prot	ppi	0	died	died	0	-0.226638	ppi	down	0.226638	0	died	died	0
GNAI2_prot_SCRN1_prot	GNAI2_prot	SCRN1_prot	ppi	0	died	died	0	-0.337133	ppi	down	0.337133	0	died	died	0
GNB1_prot_SRGAP2_mrna	GNB1_prot	SRGAP2_mrna	tf	-0	died	died	0	-0.00429739	tf	down	0.00429739	0	died	died	0
GNL1_prot_RAD21_prot	GNL1_prot	RAD21_prot	ppi	0.07113	ppi	up	0.07113	-0	died	died	0	-0	died	died	0
GOT2_prot_VDAC1_prot	GOT2_prot	VDAC1_prot	ppi	0.00446672	ppi	up	0.00446672	-0	died	died	0	-0	died	died	0
GRSF1_prot_PPIE_mrna	GRSF1_prot	PPIE_mrna	tf	0.102235	tf	up	0.102235	-0	died	died	0	-0	died	died	0
GRWD1_prot_WDR5_prot	GRWD1_prot	WDR5_prot	ppi	0.0787134	ppi	up	0.0787134	-0	died	died	0	-0	died	died	0
GTF2F1_prot_BAK1_mrna	GTF2F1_prot	BAK1_mrna	tf	-0.0378672	tf	down	0.0378672	0	died	died	0	0	died	died	0
GTF2F1_prot_MMP17_mrna	GTF2F1_prot	MMP17_mrna	tf	0.0559738	tf	up	0.0559738	-0	died	died	0	-0	died	died	0
GTF2F1_prot_NOC3L_mrna	GTF2F1_prot	NOC3L_mrna	tf	-0	died	died	0	0.0422725	tf	up	0.0422725	-0	died	died	0
GTF2F1_prot_PSME3_mrna	GTF2F1_prot	PSME3_mrna	tf	-0	died	died	0	0.0511948	tf	up	0.0511948	-0	died	died	0
GTF2F1_prot_PUS1_prot	GTF2F1_prot	PUS1_prot	ppi	0	died	died	0	0.070686	ppi	up	0.070686	-0	died	died	0
GTF2F1_prot_RABEP1_mrna	GTF2F1_prot	RABEP1_mrna	tf	0	died	died	0	0.0377716	tf	up	0.0377716	-0	died	died	0
GTF2F1_prot_SCFD2_mrna	GTF2F1_prot	SCFD2_mrna	tf	0	died	died	0	0	died	died	0	-0.224181	tf	down	0.224181
GTF2F1_prot_SRSF9_prot	GTF2F1_prot	SRSF9_prot	ppi	-0	died	died	0	0.115348	ppi	up	0.115348	-0	died	died	0
