Pathway	PathAnnotation	HypergeoPval	NumGene_inPathway	NumGenes_inbg	PropPathway	NumEdgesformed_inbg	Enriched_Edgesize
R-HSA-72163	mRNA Splicing - Major Pathway	1	115	112	0.973913	1084	1
R-HSA-72172	mRNA Splicing	1	115	112	0.973913	1084	1
R-HSA-72203	Processing of Capped Intron-Containing Pre-mRNA	1	146	142	0.972603	1297	1
R-HSA-73847	Purine metabolism	0.186076	34	28	0.823529	11	1
R-HSA-73884	Base Excision Repair	0.000890707	35	35	1	107	8
R-HSA-73885	Nucleotide Excision Repair	0.415991	52	50	0.961538	228	5
R-HSA-73886	Chromosome Maintenance	7.97308e-10	109	72	0.66055	235	22
R-HSA-73893	DNA Damage Bypass	0.0275699	46	45	0.978261	123	6
R-HSA-73894	DNA Repair	0.00543809	147	142	0.965986	686	23
R-HSA-73933	Resolution of Abasic Sites (AP sites)	0.000890707	35	35	1	107	8
R-HSA-73937	Transcription-coupled NER (TC-NER)	0.31385	47	45	0.957447	200	5
R-HSA-74160	Gene Expression	1	1214	972	0.800659	9298	13
R-HSA-74967	Repair synthesis of patch ~27-30 bases long  by DNA polymerase	0.00589712	15	15	1	62	5
R-HSA-74969	Gap-filling DNA repair synthesis and ligation in GG-NER	0.00630939	16	16	1	63	5
R-HSA-75035	Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex	0.527043	12	12	1	40	1
R-HSA-983168	Antigen processing: Ubiquitination & Proteasome degradation	0.954521	180	147	0.816667	423	4
R-HSA-983169	Class I MHC mediated antigen processing & presentation	0.986385	224	187	0.834821	515	4
R-HSA-983231	Factors involved in megakaryocyte development and platelet production	0.908978	114	95	0.833333	128	1
SMP00050	Purine Metabolism	0.170698	37	32	0.864865	10	1
SMP00144	Adenosine Deaminase Deficiency	0.170698	37	32	0.864865	10	1
SMP00167	Adenylosuccinate Lyase Deficiency	0.170698	37	32	0.864865	10	1
SMP00168	AICA-Ribosiduria	0.170698	37	32	0.864865	10	1
SMP00203	Molybdenum Cofactor Deficiency	0.170698	37	32	0.864865	10	1
SMP00210	Purine Nucleoside Phosphorylase Deficiency	0.170698	37	32	0.864865	10	1
SMP00220	Xanthine Dehydrogenase Deficiency (Xanthinuria)	0.170698	37	32	0.864865	10	1
SMP00364	Lesch-Nyhan Syndrome (LNS)	0.170698	37	32	0.864865	10	1
SMP00365	Gout or Kelley-Seegmiller Syndrome	0.170698	37	32	0.864865	10	1
SMP00427	Azathioprine Action Pathway	0.170698	47	39	0.829787	10	1
SMP00428	Mercaptopurine Action Pathway	0.170698	47	39	0.829787	10	1
SMP00430	Thioguanine Action Pathway	0.170698	47	39	0.829787	10	1
SMP00512	Xanthinuria type I	0.170698	37	32	0.864865	10	1
SMP00513	Xanthinuria type II	0.170698	37	32	0.864865	10	1
SMP00535	Adenine phosphoribosyltransferase deficiency (APRT)	0.170698	37	32	0.864865	10	1
SMP00536	Mitochondrial DNA depletion syndrome	0.170698	37	32	0.864865	10	1
SMP00537	Myoadenylate deaminase deficiency	0.170698	37	32	0.864865	10	1
WP1403	AMPK Signaling	0.195132	68	61	0.897059	82	3
WP1530	miRNA Regulation of DNA Damage Response	2.48804e-08	89	66	0.741573	236	20
WP1601	Fluoropyrimidine Activity	0.230521	33	29	0.878788	14	1
WP1772	Apoptosis Modulation and Signaling	0.995375	91	82	0.901099	287	1
WP179	Cell Cycle	0	103	98	0.951456	632	169
WP183	Proteasome Degradation	0.999993	64	63	0.984375	634	1
WP1859	Mitotic G2-G2-M phases	6.19356e-05	5	5	1	5	3
WP2002	miR-targeted genes in epithelium - TarBase	0.993519	327	255	0.779817	269	1
WP2004	miR-targeted genes in lymphocytes - TarBase	0.999139	480	383	0.797917	502	2
WP2005	miR-targeted genes in muscle cell - TarBase	0.995542	394	313	0.794416	404	2
WP2261	Signaling Pathways in Glioblastoma	0.887398	83	79	0.951807	276	3
WP2263	Prostate Cancer	0.872897	72	64	0.888889	192	2
WP2361	Gastric Cancer Network 1	4.44089e-16	29	25	0.862069	27	13
WP2363	Gastric cancer network 2	0.000289889	32	27	0.84375	32	5
WP2377	Integrated Pancreatic Cancer Pathway	0.247617	170	154	0.905882	808	18
WP2431	Spinal Cord Injury	0.527844	116	97	0.836207	95	2
WP2446	Retinoblastoma (RB) in Cancer	0	88	86	0.977273	578	158
WP2516	ATM Signaling Pathway	0.00192986	18	17	0.944444	48	5
WP254	Apoptosis	0.987062	84	80	0.952381	339	2
WP2586	Aryl Hydrocarbon Receptor	0.894263	46	40	0.869565	120	1
WP2815	Mammary gland development pathway - Involution (Stage 4 of 4)	0.230521	10	10	1	14	1
WP2828	Bladder Cancer	0.615069	31	30	0.967742	51	1
WP2864	Apoptosis-related network due to altered Notch3 in ovarian cancer	0.843311	53	50	0.943396	99	1
WP3303	Rac1-Pak1-p38-MMP-2 pathway	0.829902	66	63	0.954545	243	3
WP366	TGF beta Signaling Pathway	0.999509	132	131	0.992424	645	3
WP382	MAPK Signaling Pathway	0.999965	168	153	0.910714	547	1
WP437	EGF-EGFR Signaling Pathway	1	162	151	0.932099	860	1
WP45	G1 to S cell cycle control	0	68	61	0.897059	306	62
WP466	DNA Replication	0	42	41	0.97619	297	95
WP531	Mismatch repair	0.0724979	9	9	1	24	2
WP615	Senescence and Autophagy in Cancer	0.943597	105	96	0.914286	246	2
WP707	DNA Damage Response	0.000250188	68	64	0.941176	218	13
akap95pathway	akap95 role in mitosis and chromosome dynamics	0.0140107	16	12	0.75	10	2
ap1_pathway	AP-1 transcription factor network	0.98751	70	62	0.885714	234	1
arfpathway	tumor suppressor arf inhibits ribosomal biogenesis	0.182835	24	22	0.916667	42	2
atmpathway	atm signaling pathway	0.196276	19	19	1	44	2
atr_pathway	ATR signaling pathway	0	37	36	0.972973	150	30
atrbrcapathway	role of brca1 brca2 and atr in cancer susceptibility	0.169538	23	22	0.956522	40	2
aurora_a_pathway	Aurora A signaling	0.169538	31	30	0.967742	40	2
aurora_b_pathway	Aurora B signaling	0	41	38	0.926829	79	28
bard1pathway_2	BARD1 signaling events	0.149526	29	28	0.965517	72	3
cellcyclepathway	cyclins and cell cycle regulation	0.0138151	23	23	1	50	4
cmyb_pathway	C-MYB transcription factor network	0.341054	85	76	0.894118	159	4
deltanp63pathway	Validated transcriptional targets of deltaNp63 isoforms	0.299271	48	42	0.875	19	1
e2f_pathway	E2F transcription factor network	4.3372e-07	75	68	0.906667	256	19
efppathway	estrogen responsive protein efp controls cell cycle and breast tumors growth	0.00433151	15	14	0.933333	36	4
fanconi_pathway	Fanconi anemia pathway	0.00694052	46	42	0.913043	119	7
fbw7pathway	cyclin e destruction pathway	0.201169	9	9	1	12	1
foxm1pathway	FOXM1 transcription factor network	8.64153e-12	42	40	0.952381	118	18
foxopathway	FoxO family signaling	0.708678	51	48	0.941176	133	2
g1pathway	cell cycle: g1/s check point	0.027434	25	25	1	91	5
g2pathway	cell cycle: g2/m checkpoint	0.00390694	21	19	0.904762	35	4
hdac_classi_pathway	Signaling events mediated by HDAC Class I	0.993757	56	53	0.946429	271	1
hes_heypathway	Notch-mediated HES/HEY network	0.931274	48	42	0.875	143	1
il27pathway	IL27-mediated signaling events	0.508999	26	21	0.807692	38	1
il2_pi3kpathway	IL2 signaling events mediated by PI3K	0.692527	37	35	0.945946	63	1
il2rbpathway	il-2 receptor beta chain in t cell activation	0.555504	48	45	0.9375	100	2
mcmpathway	cdk regulation of dna replication	0	18	18	1	85	39
myc_activpathway	Validated targets of C-MYC transcriptional activation	0.2054	89	79	0.88764	213	6
npcpathway	mechanism of protein import into the nucleus	0.0402828	12	12	1	41	3
p27pathway	regulation of p27 phosphorylation during cell cycle progression	0.440251	13	13	1	31	1
p53downstreampathway	Direct p53 effectors	0.930714	141	127	0.900709	389	4
p53pathway	p53 signaling pathway	0.10046	13	13	1	29	2
p53regulationpathway	p53 pathway	0.328482	58	54	0.931034	156	4
p73pathway	p73 transcription factor network	0.00110369	79	72	0.911392	165	10
p75ntrpathway	p75(NTR)-mediated signaling	0.898151	70	62	0.885714	122	1
plk1_pathway	PLK1 signaling events	0	44	43	0.977273	93	39
plk3_pathway	PLK3 signaling events	0.106225	5	5	1	6	1
plk3pathway	regulation of cell cycle progression by plk3	0.00169292	19	18	0.947368	28	4
proteasomepathway	proteasome complex	0.970971	24	24	1	189	1
raccycdpathway	influence of ras and rho proteins on g1 to s transition	0.412697	28	27	0.964286	76	2
ranmspathway	role of ran in mitotic spindle regulation	0.000125501	11	11	1	27	5
ranpathway	cycling of ran in nucleocytoplasmic transport	0.349822	9	9	1	23	1
rb_1pathway	Regulation of retinoblastoma protein	0.867204	64	58	0.90625	263	3
rbpathway	rb tumor suppressor/checkpoint signaling in response to dna damage	0.00753625	13	11	0.846154	22	3
skp2e2fpathway	e2f1 destruction pathway	0.201169	10	10	1	12	1
stathminpathway	stathmin and breast cancer resistance to antimicrotubule agents	0.244791	25	18	0.72	15	1
tap63pathway	Validated transcriptional targets of TAp63 isoforms	0.600382	55	50	0.909091	49	1
tcptp_pathway	Signaling events mediated by TCPTP	0.883883	38	37	0.973684	115	1
telomerasepathway	Regulation of Telomerase	0.997462	68	66	0.970588	319	1
